,v_x,v_y,r,omega_wheels,friction,delta,Iq,ax_imu,ay_imu,r_imu,run_id
0.39,1.8747323479620075,-0.27217654504267486,-2.202545882243584,1.9643472212320685,0.6,-0.5294579625626961,0.0,1.49528683874626,-3.6840711040552967,-3.1494933346649097,0
0.4,1.9032483826712079,-0.2730893296346768,-2.2096993192745056,1.947092175348102,0.6,-0.5296724684290596,0.0,3.8381529135634582,-2.785461585806392,-2.7495494747407934,0
0.41000000000000003,1.9298444886280695,-0.2821637122384636,-2.2146930657488406,1.9365379026308562,0.6,-0.5298571347402897,0.0,3.7991193017317464,1.2205360606163789,-2.719755994416083,0
0.42,1.954535520585278,-0.2745076314229792,-2.216188366441637,1.9242497050257885,0.6,-0.5300161124273872,0.0,0.8904381824166203,-14.513837964828424,-0.6164925593501371,0
0.43,1.9801519304018043,-0.2610561944458102,-2.226099542601844,1.9257097923620383,0.6,-0.5301529749922296,0.0,0.181544587378727,-4.530976306701114,-3.69218919457603,0
0.44,2.0012264269268374,-0.2628301922887817,-2.2358143749154786,1.9374109311508176,0.6,-0.5302707988327768,0.0,-0.312301946187311,-7.664405001241791,-1.987281726763215,0
0.45,2.008817015440045,-0.267725398010101,-2.2354866934017896,1.9647804913658522,0.6,-0.5303722323943746,0.0,-0.153798746107199,-7.891164624166053,-2.823097244918406,0
0.46,2.026552081119962,-0.2644176613229037,-2.248445177564144,1.9847815212904865,0.6,-0.5304595557015302,0.0,-2.2133126927727496,-3.4752219795635177,-1.7937864228718512,0
0.47000000000000003,2.021890682467918,-0.26542552166051203,-2.2460734480111055,1.985738312508219,0.6,-0.5305347316083258,0.0,-0.9290857693291135,-1.654596025965174,-2.301206585815747,0
0.48,2.009202034386322,-0.25845767602374214,-2.242661105839499,1.9778376573857925,0.6,-0.5305994499194688,0.0,-3.6339444377388803,-9.727718733306567,-2.331795537625991,0
0.49,1.9884714485516026,-0.26502763901991977,-2.242280964335397,1.9594735323526957,0.6,-0.530655165373738,0.0,-2.5028376304092532,0.2711063924171686,-2.2371965507890974,0
